,Input Date,Object X ID,OEM Company,Product/Category,Level,Position Title,Hours,Years Exp High,Years Exp Low,Quoted Rate High,Quoted Rate Low,CEP Provided Rate High,CEP Provided Rate Low,Deal Total,Country,City/State,Currency Notes,Document Name,Database Practice
5037,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Solution/System Architect - III,,,,,198.75,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
23644,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Developer - I,,,,,112.25,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
23645,2020-05-15,a1t2J000005tn3dQAA,,Premium,,Developer - I,,,,,127.25,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
22808,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Business Systems Analyst - III,,,,,124.0,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
24750,2020-05-15,a1t2J000005tn3dQAA,,Standard,,App Support Analyst - III,,,,,115.0,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
24752,2020-05-15,a1t2J000005tn3dQAA,,Standard,,App Support Analyst - II,,,,,80.0,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
24753,2020-05-15,a1t2J000005tn3dQAA,,Premium,,App Support Analyst - II,,,,,93.12,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
22809,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Business Systems Analyst - II,,,,,101.5,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
18058,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Developer - IV,,,,,172.15,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
18059,2020-05-15,a1t2J000005tn3dQAA,,Premium,,Developer - IV,,,,,192.75,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
5038,2020-05-15,a1t2J000005tn3dQAA,,Premium,,Solution/System Architect - III,,,,,225.0,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
18060,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Developer - III,,,,,162.5,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
24751,2020-05-15,a1t2J000005tn3dQAA,,Premium,,App Support Analyst - III,,,,,135.93,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
5382,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Software Tester - II,,,,,85.7,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
8261,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Scrum Master,,,,,115.0,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
2371,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Technical Writer - I,,,,,77.6,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
8786,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Release Manager - III,,,,,147.0,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
8787,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Release Manager - II,,,,,127.4,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
8788,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Release Manager - I,,,,,97.0,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
23823,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Functional Technical Consultant - II,,,,,98.5,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
2370,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Technical Writer - II,,,,,93.58,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
8716,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Resource Manager - I,,,,,72.75,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
23822,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Functional Technical Consultant - III,,,,,120.25,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
5381,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Software Tester - III,,,,,98.5,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
8715,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Resource Manager - II,,,,,82.45,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
2369,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Technical Writer - III,,,,,118.2,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
8714,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Resource Manager - III,,,,,92.15,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
5383,2020-05-15,a1t2J000005tn3dQAA,,Standard,,Software Tester - I,,,,,63.05,,,,USA,,,25927 - T-Mobile - Logic20_20,Services
11368,2020-05-20,a1t2J000005OLVIQA4,,,,POS Interface Testing - NCR,325.0,,,,,,,618590.0,USA,,,25945 - Yum Brands - NCR,Services
23070,2020-05-20,a1t2J000005OLVIQA4,,,,Business Analyst,494.0,,,,,,,618590.0,USA,,,25945 - Yum Brands - NCR,Services
9909,2020-05-20,a1t2J000005OLVIQA4,,,,Project Manager,342.0,,,,,,,618590.0,USA,,,25945 - Yum Brands - NCR,Services
12051,2020-05-20,a1t2J000005OLVIQA4,,,,Technical Consultant,272.0,,,,,,,618590.0,USA,,,25945 - Yum Brands - NCR,Services
5104,2020-05-20,a1t2J000005OLVIQA4,,,,Solution Consultant,432.0,,,,,,,618590.0,USA,,,25945 - Yum Brands - NCR,Services
24161,2020-05-20,a1t2J000005OLVIQA4,,,,Architect,136.5,,,,,,,618590.0,USA,,,25945 - Yum Brands - NCR,Services
9480,2020-05-20,a1t2J000005OLVIQA4,,,,QA,386.5,,,,,,,618590.0,USA,,,25945 - Yum Brands - NCR,Services
22184,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Manager,,,,,184.21,275.0,185.0,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22171,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Senior Manager,,,,,302.06,325.0,276.0,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
15521,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,Integration Consultant,261.0,,,315.0,283.5,305.0,240.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
22365,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Director,,,,,473.6,505.0,460.0,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
11552,2020-05-27,a1t2J000005tpSQQAY,Oracle,,,Planning & Budgeting Functional Lead,600.0,,,,280.6,295.0,245.0,705935.9600000001,USA,,,Accenture Pricing_5_27_20,Services
9911,2020-05-27,a1t2J000005tpSQQAY,Oracle,,,Project Manager,361.0,,,,385.83,395.0,325.0,705935.9600000001,USA,,,Accenture Pricing_5_27_20,Services
2753,2020-05-27,a1t2J000005tpSQQAY,Oracle,,,Technical Consultant (Offshore),563.0,,,,62.5,75.0,45.0,705935.9600000001,India,,,Accenture Pricing_5_27_20,Services
22390,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Consultant,,,,,135.56,175.0,135.0,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22364,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Director - Offshore Offsite,,,,,73.38,115.0,75.0,925000.0,India,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22174,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Senior Consultant - Offshore Offsite,,,,,28.11,40.0,28.0,925000.0,India,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22183,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Manager - Offshore Offsite,,,,,35.42,55.0,35.0,925000.0,India,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22175,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Senior Consultant,,,,,166.84,215.0,165.0,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
25842,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,AC Consultant,472.0,,,315.0,283.5,305.0,240.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
11541,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,Planning Lead,301.0,,,335.0,301.5,315.0,265.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
22389,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Consultant - Offshore Offsite,,,,,19.17,36.0,25.0,925000.0,India,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22176,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Senior Analyst - Offshore Offsite,,,,,16.51,30.0,20.0,925000.0,India,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
11548,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,Planning Consultant,665.0,,,315.0,283.5,305.0,240.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
15105,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Principal Consultant,ISE Resource,139.0,,,385.0,346.5,365.0,320.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
22177,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Senior Analyst,,,,,112.83,150.0,115.0,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22422,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Analyst,,,,,105.84,135.0,100.0,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22421,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Analyst - Offshore Offsite,,,,,15.16,25.0,18.0,925000.0,India,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22170,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Senior Manager - Offshore Offsite,,,,,45.39,65.0,40.0,925000.0,India,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
22464,2020-05-27,a1t2J000005tpSQQAY,Oracle,,,Client Data Protection (Offshore),145.0,,,,62.5,75.0,45.0,705935.9600000001,India,,,Accenture Pricing_5_27_20,Services
16762,2020-05-27,a1t2J000005tpSQQAY,Oracle,,,Finance Application Functional Lead (Offshore),666.0,,,,62.5,75.0,45.0,705935.9600000001,India,,,Accenture Pricing_5_27_20,Services
16746,2020-05-27,a1t2J000005tpSQQAY,Oracle,,,Finance  Function Accounting Hub & GL Application Functional Lead (Onshore),600.0,,,,385.83,395.0,325.0,705935.9600000001,USA,,,Accenture Pricing_5_27_20,Services
16785,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Principal Consultant,FDM Architect,159.0,,,385.0,346.5,365.0,320.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
25793,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Principal Consultant,Accounting Center Principal,246.0,,,385.0,346.5,365.0,320.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
17276,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Enagagement Manager,Engagement Manager,560.0,,,365.0,328.5,400.0,325.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
2166,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,Tenant Build Consultant,244.0,,,250.0,225.0,250.0,200.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
8744,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,Reporting Lead,105.0,,,315.0,283.5,305.0,240.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
21554,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,Core Accounting,338.0,,,315.0,283.5,305.0,240.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
18808,2020-05-20,a1t2J000005uAU3QAM,,DA Consultant,,Delivery Assurance,88.0,,,385.0,346.5,365.0,320.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
22173,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Senior Director,,,,,520.96,,,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
2559,2020-05-27,a1t2J000005tpSQQAY,Oracle,,,Technical Lead Consultant (Onshore),174.0,,,,280.6,295.0,245.0,705935.9600000001,USA,,,Accenture Pricing_5_27_20,Services
22172,2020-05-20,a1t2J000005tnswQAA,,,,Cloud Senior Director - Offshore Offsite,,,,,108.65,155.0,105.0,925000.0,India,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
8745,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,Reporting Consultant,206.0,,,315.0,283.5,305.0,240.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
22159,2020-05-20,a1t2J000005tnswQAA,,,,Cloud VP,,,,,573.06,,,925000.0,USA,,,Oracle_T-Mobile RFQ Pricing Worksheet Final (1),Services
15369,2020-05-20,a1t2J000005uAU3QAM,,,Sr. Consultant,Integration Lead,92.0,,,335.0,301.5,315.0,265.0,1285180.0,USA,,,TMO Workday RFQ PRICING - Section 7.1 (2),Services
16847,2020-05-27,a1t2J000005tpSQQAY,Oracle,,,Executive Delivery Oversight,61.0,,,,526.13,550.0,475.0,705935.9600000001,USA,,,Accenture Pricing_5_27_20,Services
17319,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Engagement Director,,,,213.0,187.44,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
6868,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Senior Developer – Offshore,,,3.0,35.0,30.8,35.0,28.0,1591529.28,India,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
14196,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Mid Developer (Marketo),,,2.0,128.0,112.64,150.0,115.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
5213,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Solution Architect ,,,7.0,187.0,164.56,235.0,165.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
6871,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Senior Developer - Offshore,,,3.0,35.0,30.8,35.0,28.0,1591529.28,India,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
1996,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Test Engineer - Offshore,,,3.0,27.0,23.76,30.0,23.0,1591529.28,India,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
14203,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Lead Developer,,,5.0,179.0,157.52,215.0,155.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
14197,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Lead Developer - Offshore,,,5.0,38.0,33.44,38.0,30.0,1591529.28,India,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
5156,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Solution Architect (Marketo),,,7.0,187.0,164.56,235.0,165.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
6869,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Senior Developer - Offshore,,,3.0,35.0,30.8,35.0,28.0,1591529.28,India,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
13945,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Lead UI Developer,,,,149.0,131.12,185.0,125.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
6870,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Senior Developer - Offshore,,,3.0,35.0,30.8,35.0,28.0,1591529.28,India,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
14244,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Lead Business Consultant,,,,149.0,131.12,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
4198,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Sr. Solution Architect (Marketo),,,7.0,200.0,176.0,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
17532,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Digital Strategist,,,,200.0,176.0,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
4202,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Sr. Solution Architect,,,7.0,200.0,176.0,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
13956,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Lead Test Engineer,,,3.0,140.0,123.2,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
4203,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Sr. Solution Architect,,,7.0,200.0,176.0,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
17531,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Digital Strategist,,,,200.0,176.0,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
17530,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Digital Strategist,,,,200.0,176.0,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
4204,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Sr. Solution Architect,,,7.0,200.0,176.0,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
23796,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Automated Test Engineer  - Offshore,,,3.0,30.0,26.4,30.0,23.0,1591529.28,India,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
875,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,UX Architect / Information Architect / Visual Designer,,,,155.0,136.4,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
876,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,UX Architect / Information Architect / Visual Designer,,,,155.0,136.4,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
17927,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Lead Developer (Brand Assets),,,5.0,179.0,157.52,215.0,155.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
877,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,UX Architect / Information Architect / Visual Designer,,,,155.0,136.4,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
4199,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Sr. Solution Architect ,,,7.0,200.0,176.0,250.0,175.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
21595,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Content Strategist / Content Author/ SEO Analyst,,,,163.0,143.44,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
17601,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,DevOps Engineer,,,,157.0,138.16,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
879,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,UX Architect / Information Architect / Visual Designer,,,,155.0,136.4,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
6573,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Senior PM/Scrum Master ,,,,166.0,146.08,225.0,150.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
878,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,UX Architect / Information Architect / Visual Designer,,,,155.0,136.4,200.0,145.0,1591529.28,USA,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
6574,2020-06-04,a1t2J000005tqUKQAY,Adobe,,,Senior PM/Scrum Master ,,,,55.0,48.4,60.0,40.0,1591529.28,India,,,CSH PRFT Adobe Phase One SOW 4-29-20 - JP,Services
21911,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Consultant,,,,,149.4036,,,,China,,,Accenture SEC rate card,Services
17935,2020-05-21,a1t2J000005tnMMQAY,,Technology Solution,,Developer / Test Analyst,,,,,29.0,,,,India,,,Accenture SEC rate card,Services
4264,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Sr. Project Manager / Solution Architect,,,,,345.0,,,,USA,,,Accenture SEC rate card,Services
25135,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Analyst,,,,,145.0,,,,USA,,,Accenture SEC rate card,Services
4608,2020-05-21,a1t2J000005tnMMQAY,,Technology Advisory,,"Sr. Architect, Sr. Project Manager",,,,,365.0,,,,USA,,,Accenture SEC rate card,Services
4266,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Sr. Project Manager / Solution Architect,,,,,292.716,,,,China,,,Accenture SEC rate card,Services
10525,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Program Manager / Enterprise Architect,,,,,390.0,,,,USA,,,Accenture SEC rate card,Services
4565,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Sr. Consultant,,,,,200.502,,,,China,,,Accenture SEC rate card,Services
10527,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Program Manager / Enterprise Architect,,,,,328.58639999999997,,,,China,,,Accenture SEC rate card,Services
10123,2020-05-21,a1t2J000005tnMMQAY,,Change Management and Training Development,,Project Manager,,,,,140.0,,,,India,,,Accenture SEC rate card,Services
4624,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Sr. Analyst,,,,,180.0,,,,USA,,,Accenture SEC rate card,Services
25136,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Analyst,,,,,215.0,,,,USA,,,Accenture SEC rate card,Services
4625,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Sr. Analyst,,,,,245.0,,,,USA,,,Accenture SEC rate card,Services
4638,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Sr. Analyst,,,,,89.676,,,,China,,,Accenture SEC rate card,Services
21853,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Consultant,,,,,275.0,,,,USA,,,Accenture SEC rate card,Services
25173,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Analyst,,,,,65.6496,,,,China,,,Accenture SEC rate card,Services
15104,2020-05-21,a1t2J000005tnMMQAY,,Technology Advisory,,IT / Operations Analyst,,,,,275.0,,,,USA,,,Accenture SEC rate card,Services
21603,2020-05-21,a1t2J000005tnMMQAY,,Change Management and Training Development,,Content Developer,,,,,55.0,,,,India,,,Accenture SEC rate card,Services
10317,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Project Lead,,,,,371.0556,,,,China,,,Accenture SEC rate card,Services
4639,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Sr. Analyst,,,,,132.3144,,,,China,,,Accenture SEC rate card,Services
10305,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Project Lead,,,,,545.0,,,,USA,,,Accenture SEC rate card,Services
4564,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Sr. Consultant,,,,,179.18280000000001,,,,China,,,Accenture SEC rate card,Services
24040,2020-05-21,a1t2J000005tnMMQAY,,Technology Advisory,,"Architect,  Project Manager",,,,,325.0,,,,USA,,,Accenture SEC rate card,Services
4553,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Sr. Consultant,,,,,335.0,,,,USA,,,Accenture SEC rate card,Services
4552,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Sr. Consultant,,,,,265.0,,,,USA,,,Accenture SEC rate card,Services
10852,2020-05-21,a1t2J000005tnMMQAY,,Technology Advisory,,Program Director,,,,,510.0,,,,USA,,,Accenture SEC rate card,Services
13317,2020-05-21,a1t2J000005tnMMQAY,,Change Management and Training Development,,Media Developer,,,,,72.0,,,,India,,,Accenture SEC rate card,Services
3076,2020-05-21,a1t2J000005tnMMQAY,,Technology Solution,,Tech Specialist / Sr. Business Analyst,,,,,54.0,,,,India,,,Accenture SEC rate card,Services
15559,2020-05-21,a1t2J000005tnMMQAY,,Change Management and Training Development,,Instructional Designer,,,,,90.0,,,,India,,,Accenture SEC rate card,Services
3243,2020-05-21,a1t2J000005tnMMQAY,,Technology Solution,,Team Lead / Designer / Configurator,,,,,43.0,,,,India,,,Accenture SEC rate card,Services
14144,2020-05-21,a1t2J000005tnMMQAY,,Change Management and Training Development,,Lead Instructional Designer,,,,,115.0,,,,India,,,Accenture SEC rate card,Services
13915,2020-05-21,a1t2J000005tnMMQAY,,Change Management and Training Development,,Learning Director (Part-Time / As needed),,,,,225.0,,,,India,,,Accenture SEC rate card,Services
21852,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Consultant,,,,,220.0,,,,USA,,,Accenture SEC rate card,Services
4355,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Sr. Manager,,,,,313.1892,,,,China,,,Accenture SEC rate card,Services
4132,2020-05-21,a1t2J000005tnMMQAY,,Technology Advisory,,Sr. Technology / Performance Analyst,,,,,205.0,,,,USA,,,Accenture SEC rate card,Services
4350,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Sr. Manager,,,,,495.0,,,,USA,,,Accenture SEC rate card,Services
25174,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Analyst,,,,,127.0692,,,,China,,,Accenture SEC rate card,Services
9623,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Project Manager / Technology Architect,,,,,315.0,,,,USA,,,Accenture SEC rate card,Services
1745,2020-05-21,a1t2J000005tnMMQAY,,Technology Solution,,Tester,,,,,24.0,,,,India,,,Accenture SEC rate card,Services
6229,2020-05-21,a1t2J000005tnMMQAY,,Technology Advisory,,Technical Consultant / Performance Engineer,,,,,240.0,,,,USA,,,Accenture SEC rate card,Services
4466,2020-05-21,a1t2J000005tnMMQAY,,Technology Solution,,Sr. Developer / Business Analyst,,,,,38.0,,,,India,,,Accenture SEC rate card,Services
13635,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Manager,,,,,405.0,,,,USA,,,Accenture SEC rate card,Services
13662,2020-05-21,a1t2J000005tnMMQAY,,Business Process & Change Management,,Manager,,,,,255.49200000000002,,,,China,,,Accenture SEC rate card,Services
2186,2020-05-21,a1t2J000005tnMMQAY,,Technology Solution,,Technology Solution Delivery Lead,,,,,68.0,,,,India,,,Accenture SEC rate card,Services
16936,2020-05-21,a1t2J000005tnMMQAY,,Technology Advisory,,Enterprise Tech Arch / Sr. Complex Program Manager,,,,,425.0,,,,USA,,,Accenture SEC rate card,Services
17824,2020-05-21,a1t2J000005tnMMQAY,,Technology Solution,,Development Project Manager,,,,,49.0,,,,India,,,Accenture SEC rate card,Services
4441,2020-05-21,a1t2J000005tnMMQAY,,Technology Solution,,Sr. Development Project Manager,,,,,60.0,,,,India,,,Accenture SEC rate card,Services
10827,2020-05-21,a1t2J000005tnMMQAY,,System Implementation & Special Projects,,Program Director / SME / Transformation Arch,,,,,388.314,,,,China,,,Accenture SEC rate card,Services
